Centre_Title_x,Centre_Address,Eircode,Latitude,Longitude,County_x,Maximum_Occupancy,Centre_Phone,Processed_CT,Processed_County,Centre_Title_y,County_y,Cost of Care
Powdermill Nursing Home & Care Centre,"Gunpowdermills, Ballincollig, P31 XV25",P31XV25,51.8933755,-8.5913561,Cork,40,021 487 1184,powdermill nursing home  care centre,k,Powdermill Nursing Home & Care Centre,Co. Cork,1127
Queen of Peace Nursing Home,"Churchfield, Knock, F12 A027",F12A027,53.7883781,-8.9201069,Mayo,32,094 938 8279,queen of peace nursing home,mayo,Queen of Peace Nursing Home,Co. Mayo,1083
Raheny House Nursing Home,"476 Howth Road, Raheny, D05 TP26",D05TP26,53.3790543,-6.1814789,Dublin,43,01 831 1199,raheny house nursing home,dublin,Raheny House Nursing Home,Co. Dublin,1267
Rathborne Nursing Home,"Ashtown, D15 CAA4",D15CAA4,53.3806962,-6.334069,Dublin,120,01 912 0070,rathborne nursing home,dublin,Rathborne Nursing Home,Co. Dublin,1325
Rathkeevan Nursing Home,"Rathkeevin, Clonmel, E91 EW98",E91EW98,52.37277950000001,-7.780675899999999,Tipperary,61,052 618 2000,rathkeevan nursing home,tipperary,Rathkeevan Nursing Home,Co. Tipperary,1111
Ratoath Manor Nursing Home,"Ratoath , A85 YW73",A85YW73,53.50613809999999,-6.4584525,Meath,60,01 825 6101,ratoath manor nursing home,meath,Ratoath Manor Nursing Home,Co. Meath,1220
Retreat Nursing Home,"Retreat Heights, Bonnavalley, Athlone, N37 DK07",N37DK07,53.419778,-7.9160816,Westmeath,37,090 647 2072,retreat nursing home,westmeath,Retreat Nursing Home,Co. Westmeath,1005
Riverdale House Nursing Home,"Blackwater, Ardnacrusha, V94 A7D0",V94A7D0,52.7112675,-8.5989965,Clare,29,061 340 525,riverdale house nursing home,clare,Riverdale House Nursing Home,Co. Clare,1064
Riverside Nursing Home,"Milltown, Abbeydorney, Tralee, V92 YN92",V92YN92,52.343311,-9.697162299999999,Kerry,27,066 713 5210,riverside nursing home,kerry,Riverside Nursing Home,Co. Kerry,1000
Riverstick Care Centre,"Riverstick Nursing Home, Curra, Riverstick",RIVERSTICK,51.773023,-8.4960524,Cork,95,021-235 9530,riverstick care centre,k,Riverstick Care Centre,Co. Cork,1195
Rivervale Nursing Home,"Rathnaleen, Nenagh, E45 DX49",E45DX49,52.8723372,-8.1830644,Tipperary,43,067 504 26,rivervale nursing home,tipperary,Rivervale Nursing Home,Co. Tipperary,1110
Rochestown Nursing Home,"Monastery Road, Rochestown, T12 FK84",T12FK84,51.8677991,-8.369458999999999,Cork,23,021 484 1707 / 484 3640,rochestown nursing home,k,Rochestown Nursing Home,Co. Cork,1075
Roselodge Nursing Home,"Killucan, N91 PC95",N91PC95,53.5126121,-7.1436913,Westmeath,50,044 937 6220,roselodge nursing home,westmeath,Roselodge Nursing Home,Co. Westmeath,1007
Rosemount House Nursing Home,"Garrabeg Road, Church Street, Gort, H91 E223",H91E223,53.06630579999999,-8.8229779,Galway,40,091 631 847,rosemount house nursing home,galway,Rosemount House Nursing Home,Co. Galway,1060
Rosenalee Care Centre,"Poulavone, Ballincollig, P31 HE98",P31HE98,51.8893515,-8.5777441,Cork,66,021 485 0045,rosenalee care centre,k,Rosenalee Care Centre,Co. Cork,1135
Roseville House Nursing Home,"Killonan, Ballysimon, V94 YN81",V94YN81,52.6411242,-8.528445099999999,Limerick,39,061 333 897,roseville house nursing home,limerick,Roseville House Nursing Home,Co. Limerick,1125
Roseville Nursing Home,"49 Meath Road, Bray, A98 XW24",A98XW24,53.1987426,-6.0979743,Wicklow,29,01 286 2582,roseville nursing home,wicklow,Roseville Nursing Home,Co. Wicklow,1195
Rush Nursing Home,"Kenure, Skerries Road, Rush, K56 VW68",K56VW68,53.5303414,-6.0935757,Dublin,56,01 870 9684,rush nursing home,dublin,Rush Nursing Home,Co. Dublin,1305
Rushmore,"Knocknacarra, H91WR26",H91WR26,53.2609787,-9.1070953,Galway,23,091 523 257,rushmore,galway,Rushmore,Co. Galway,1090
Ryevale Nursing Home,"Leixlip, W23 DX80",W23DX80,53.368663,-6.4894035,Kildare,172,01 624 4201,ryevale nursing home,kildare,Ryevale Nursing Home,Co. Kildare,1333
Sacred Heart Nursing Home,"Crosspatrick, Johnstown, E41 EY74",E41EY74,52.7498943,-7.600939799999999,Kilkenny,48,056 883 1318,sacred heart nursing home,kilkenny,Sacred Heart Nursing Home,Co. Kilkenny,1185
Sacred Heart Residence,"Little Sisters of the Poor, Sybil Hill Road, Raheny, D05 XK58",D05XK58,53.3735738,-6.1951662,Dublin,85,01 833 2308,sacred heart residence,dublin,Sacred Heart Residence,Co. Dublin,1262
Saint Louis Nursing Home,"1-2 Clonmore, Ballymullen, Tralee, V92 AXV1",V92AXV1,52.2666557,-9.698048799999999,Kerry,25,066 712 1891,saint louis nursing home,kerry,Saint Louis Nursing Home,Co. Kerry,1050
Sancta Maria Nursing Home,"Parke, Kinnegad, N91 XF65",N91XF65,53.4240167,-7.074447699999999,Meath,71,044 937 5243,sancta maria nursing home,meath,Sancta Maria Nursing Home,Co. Meath,1185
Santa Sabina House,"Navan Road, Cabra, D07 WK25",D07WK25,53.368395,-6.309764599999999,Dublin,38,01 868 2666,santa sabina house,dublin,Santa Sabina House,Co. Dublin,1272
Sheelin Nursing Home,"Tonagh, Mountnugent, A82 EK53",A82EK53,53.7954257,-7.2823295,Cavan,30,049 854 0414,sheelin nursing home,cavan,Sheelin Nursing Home,Co. Cavan,1145
Shrewsbury House Nursing Home,"164 Clonliffe Road, Drumcondra, D03 PF68",D03PF68,53.3626796,-6.251086799999999,Dublin,34,01 837 0680,shrewsbury house nursing home,dublin,Shrewsbury House Nursing Home,Co. Dublin,1235
SignaCare Bunclody,"Newtownbarry, Bunclody, Y21 E8V0",Y21E8V0,52.6552695,-6.655877599999999,Wexford,62,086 070 4552,signacare bunclody,wexford,SignaCare Bunclody,Co. Wexford,1108
SignaCare Killerig,"Killerig, R93 V5X8",R93V5X8,52.83706609999999,-6.788835199999999,Carlow,45,059 916 3544,signacare killerig,carlow,SignaCare Killerig,Co. Carlow,1113
SignaCare New Ross,"Newtown Commons, New Ross, Y34 VX44",Y34VX44,52.4051286,-6.9225251,Wexford,62,051 447 200,signacare new ross,wexford,SignaCare New Ross,Co. Wexford,1120
SignaCare Waterford,"Rocklands, Ferrybank, Waterford, X91 NT3F",X91NT3F,52.26071049999999,-7.097913999999999,Waterford,64,051 899 013,signacare waterford,waterford,SignaCare Waterford,Co. Waterford,1130
Silvergrove Nursing Home Limited,"Main Street, Clonee , D15 HW82",D15HW82,53.4101113,-6.438118999999999,Meath,28,01 825 3115,silvergrove nursing home limited,meath,Silvergrove Nursing Home Limited,Co. Meath,1140
Simpson's Hospital,"Ballinteer Road, Dundrum, D16 P732",D16P732,53.2859117,-6.2469709,Dublin,48,01 298 4322,simpsons hospital,dublin,Simpson's Hospital,Co. Dublin,1293
Skibbereen Residential Care Centre,"Baltimore Road, Skibbereen, P81 V064",P81V064,51.53931619999999,-9.274608899999999,Cork,51,028 23 617,skibbereen residential care centre,k,Skibbereen Residential Care Centre,Co. Cork,1195
Sligo Nursing Home,"Ballytivnan, F91 AY17",F91AY17,54.2822668,-8.467423799999999,Sligo,62,071 914 7955,sligo nursing home,sligo,Sligo Nursing Home,Co. Sligo,1116
Sonas Nursing Home Ard Na Greine,"Bothar na Cé, Enniscrone, F26 AW86",F26AW86,54.212507,-9.0835183,Sligo,57,096 37811,sonas nursing home ard na greine,sligo,Sonas Nursing Home Ard Na Greine,Co. Sligo,1152
Sonas Nursing Home Ashborough,"Lyre Road, Milltown, V93 HH92",V93HH92,52.1404889,-9.7180719,Kerry,58,066 976 5100,sonas nursing home ashborough,kerry,Sonas Nursing Home Ashborough,Co. Kerry,1090
Sonas Nursing Home Athlone,"Cloghanboy, Ballymahon Road, Athlone, N37 AC90",N37AC90,53.4307642,-7.9200294,Westmeath,58,090 647 9568,sonas nursing home athlone,westmeath,Sonas Nursing Home Athlone,Co. Westmeath,1135
Sonas Nursing Home Belmullet,"Tallagh Road, Belmullet, F26 HW71",F26HW71,54.2368488,-9.9957002,Mayo,48,097 819 40,sonas nursing home belmullet,mayo,Sonas Nursing Home Belmullet,Co. Mayo,1109
Sonas Nursing Home Carrick-on-Suir,"Waterford Road, Carrick-on-Suir, E32 D681",E32D681,52.34212960000001,-7.4072087,Tipperary,55,051 514 000,sonas nursing home carrickonsuir,tipperary,Sonas Nursing Home Carrick-on-Suir,Co. Tipperary,1100
Sonas Nursing Home Knock,"Ballyhaunis Road, Knock, F12 K292",F12K292,53.79478109999999,-8.913862199999999,Mayo,57,094 931 7000,sonas nursing home knock,mayo,Sonas Nursing Home Knock,Co. Mayo,1118
Sonas Nursing Home Melview,"Prior Park, Clonmel, E91 XY26",E91XY26,52.3589854,-7.7057661,Tipperary,81,052 612 1716,sonas nursing home melview,tipperary,Sonas Nursing Home Melview,Co. Tipperary,1117
Sonas Nursing Home Moyridge,"Ridgepool Road, Ballina, F26 HW56",F26HW56,54.1097656,-9.155264599999999,Mayo,55,096 218 86,sonas nursing home moyridge,mayo,Sonas Nursing Home Moyridge,Co. Mayo,1107
Sonas Nursing Home Riverview,"Morrison Terrace, Mullauns, Ballina, F26 E799",F26E799,54.1085532,-9.1598521,Mayo,59,096 92 000,sonas nursing home riverview,mayo,Sonas Nursing Home Riverview,Co. Mayo,1120
Sonas Nursing Home Tullow,"Shillelagh Road, Tullow, R93 R159",R93R159,52.8055947,-6.7100884,Carlow,60,059 918 1500,sonas nursing home tullow,carlow,Sonas Nursing Home Tullow,Co. Carlow,1120
St Anne's Nursing Home,"Clones Road, Ballybay, A75 K193",A75K193,54.1293123,-6.9084825,Monaghan,33,042 974 1141,st annes nursing home,monaghan,St Anne's Nursing Home,Co. Monaghan,1137
St Camillus Nursing Centre,"Killucan, N91 VF51",N91VF51,53.5062158,-7.150777499999999,Westmeath,57,044 937 4196,st camillus nursing centre,westmeath,St Camillus Nursing Centre,Co. Westmeath,1014
St Catherine's Nursing Home,"Bothar Buí, Newcastle West, V42 PR80",V42PR80,52.4474374,-9.060337299999999,Limerick,73,069 614 11,st catherines nursing home,limerick,St Catherine's Nursing Home,Co. Limerick,1090
St Colmcille's Nursing Home,"Oldcastle Road, Towns Park, Kells, A82 D902",A82D902,53.7278482,-6.8945408,Meath,42,046 924 9733,st colmcilles nursing home,meath,St Colmcille's Nursing Home,Co. Meath,1208
St Columban's Nursing Home,"Magheramore, A67 HY02",A67HY02,52.9357085,-6.0326702,Wicklow,24,040 468 699,st columbans nursing home,wicklow,St Columban's Nursing Home,Co. Wicklow,1180
St Columban's Retirement Home,"Dalgan Park, Navan, C15 AY2Y",C15AY2Y,53.6087463,-6.6315383,Meath,32,046 909 8232 / 046 909 8208,st columbans retirement home,meath,St Columban's Retirement Home,Co. Meath,1130
St David's Nursing Home,"Gentian Hill, Knocknacarra, Salthill, H91 EA46",H91EA46,53.2579034,-9.1085536,Galway,18,091 525 35809,st davids nursing home,galway,St David's Nursing Home,Co. Galway,1070
St Elizabeth's Nursing Home,"Kells Road, Athboy, C15EE63",C15EE63,53.6248581,-6.909685,Meath,36,046 943 2457,st elizabeths nursing home,meath,St Elizabeth's Nursing Home,Co. Meath,1157
St Francis Nursing Home,"Kilkerrin, Ballinasloe, H53 WF97",H53WF97,53.56311359999999,-8.577843699999999,Galway,34,094 965 9230,st francis nursing home,galway,St Francis Nursing Home,Co. Galway,1118
St Gabriel's Nursing Home,"Glenayle Road, Edenmore, D05 PK84",D05PK84,53.3902861,-6.180072099999999,Dublin,68,01 847 4339,st gabriels nursing home,dublin,St Gabriel's Nursing Home,Co. Dublin,1265
St John's House,"202 Merrion Road, Ballsbridge, D04 VP92",D04VP92,53.3181846,-6.2100718,Dublin,58,01 269 2213,st johns house,dublin,St John's House,Co. Dublin,1280
St Joseph's Home,"Abbey Road, Ferrybank, X91 F882",X91F882,52.2653001,-7.0998262,Waterford,48,051 833 006,st josephs home,waterford,St Joseph's Home,Co. Waterford,1145
St Joseph's Home,"Ballymacprior, Killorglin, V93 TD99",V93TD99,52.11509969999999,-9.780873,Kerry,48,066 976 1124,st josephs home,kerry,St Joseph's Home,Co. Kerry,1075
St Joseph's Hospital,"Mount Desert, Lee Road, Cork, T23 D30F",T23D30F,51.8998557,-8.5325414,Cork,103,021 454 1566,st josephs hospital,k,St Joseph's Hospital,Co. Cork,1375
St Josephs Nursing Home,"Lurgan Glebe, Virginia, A82 A268",A82A268,53.8329569,-7.1212326,Cavan,52,049 854 7012,st josephs nursing home,cavan,St Josephs Nursing Home,Co. Cavan,1162
St Luke's Home,"Castle Road, Mahon, T12 PY50",T12PY50,51.8967014,-8.398157399999999,Cork,128,021 435 9444,st lukes home,k,St Luke's Home,Co. Cork,1412
St Martha's Nursing Home,"Glenswilly House, Cappauniac, Cahir, E21 K665",E21K665,52.4114385,-7.9953965,Tipperary,26,052 744 1895,st marthas nursing home,tipperary,St Martha's Nursing Home,Co. Tipperary,1080
St Martha's Nursing Home,"Love Lane, Clybee, Charleville, P56 H268",P56H268,52.35703040000001,-8.6932952,Cork,36,063 30 750,st marthas nursing home,k,St Martha's Nursing Home,Co. Cork,1155
St Mary's Residential Care Centre,"Shantalla Road, H91 VND6",H91VND6,53.2723995,-9.067626599999999,Galway,62,091 540 500,st marys residential care centre,galway,St Mary's Residential Care Centre,Co. Galway,1107
St Pappin's Nursing Home,"Ballymun Road, Ballymun, D09 DX39",D09DX39,53.3995273,-6.262880099999999,Dublin,51,01 842 3474,st pappins nursing home,dublin,St Pappin's Nursing Home,Co. Dublin,1327
St Paul's Nursing Home,"St Nessan's Road, Dooradoyle, V94 VY10",V94VY10,52.63877369999999,-8.652100299999999,Limerick,57,061 228 209,st pauls nursing home,limerick,St Paul's Nursing Home,Co. Limerick,1081
St Phelim's Nursing Home,"Dromahair, F91 VY83",F91VY83,54.220204,-8.2960716,Leitrim,76,071 913 4032,st phelims nursing home,leitrim,St Phelim's Nursing Home,Co. Leitrim,1040
St Teresa's Nursing Home,"Friar Street, Cashel, E25 TC65",E25TC65,52.5167736,-7.884338400000001,Tipperary,30,062 61 477,st teresas nursing home,tipperary,St Teresa's Nursing Home,Co. Tipperary,1080
St Ursula's Nursing Home,"Golf Links Road, Bettystown, A92 PY76",A92PY76,53.6999647,-6.245350800000001,Meath,24,041 982 7422,st ursulas nursing home,meath,St Ursula's Nursing Home,Co. Meath,1160
St. Anthony's Nursing Home,"Kilduff Castle, Pallasgreen, V94 PF76",V94PF76,52.5647515,-8.330984599999999,Limerick,61,061 384 104 / 388704,st anthonys nursing home,limerick,St. Anthony's Nursing Home,Co. Limerick,1000
St. Attracta's Residence,"Hagfield, Charlestown , F12 KN36",F12KN36,53.9358106,-8.7939667,Mayo,70,094 925 4307,st attractas residence,mayo,St. Attracta's Residence,Co. Mayo,1080
St. Brendan's High Support Unit,"Mulranny, Westport, F28 A386",F28A386,53.9074684,-9.7672355,Mayo,25,098 36027,st brendans high support unit,mayo,St. Brendan's High Support Unit,Co. Mayo,1188
St. Dominic Savio Nursing Home,"Cahilly, Liscannor, V95 Y927",V95Y927,52.9451584,-9.400266400000001,Clare,28,065 708 1555,st dominic savio nursing home,clare,St. Dominic Savio Nursing Home,Co. Clare,993
St. Eunan's Nursing Home,"Rough Park, Ramelton Road, Letterkenny, F92 FP21",F92FP21,54.9770873,-7.679477500000001,Donegal,42,074 910 3860,st eunans nursing home,donegal,St. Eunan's Nursing Home,Co. Donegal,1138
St. Francis' Nursing Home,"Mount Oliver, Dundalk, A91 TC21",A91TC21,54.036393,-6.369839799999999,Louth,25,042 935 8985 / 935 8984 / 935 8900,st francis nursing home,louth,St. Francis' Nursing Home,Co. Louth,1088
St. Gladys Nursing Home,"53 Lower Kimmage Road, Harold's Cross, D6W C566",D6WC566,53.3222416,-6.283684999999999,Dublin,51,01 492 7624,st gladys nursing home,dublin,St. Gladys Nursing Home,Co. Dublin,1315
St. Gobnaits Nursing Home,"Drewscourt, Ballyagran, Killmallock, V35E188",V35E188,52.3938362,-8.7607234,Limerick,20,063 82065,st gobnaits nursing home,limerick,St. Gobnaits Nursing Home,Co. Limerick,1158
St. Joseph's Centre,"Crinken Lane, Shankill , D18 TY00",D18TY00,53.2240704,-6.126744899999999,Dublin,61,01 282 3000,st josephs centre,dublin,St. Joseph's Centre,Co. Dublin,1440
St. Joseph's Nursing Home,"Killowen, Kenmare, V93 RW94",V93RW94,51.8870212,-9.569151,Kerry,50,064 6641 100,st josephs nursing home,kerry,St. Joseph's Nursing Home,Co. Kerry,1168
St. Michael's Nursing Home,"One Hundred Acres East, Caherconlish, V94 E400",V94E400,52.5974886,-8.4762776,Limerick,80,061 450 060,st michaels nursing home,limerick,St. Michael's Nursing Home,Co. Limerick,1083
St. Patrick's Care Centre,"Dublin Street, Baldoyle, D13V085",D13V085,53.39567599999999,-6.129850299999999,Dublin,78,01 905 2266,st patricks care centre,dublin,St. Patrick's Care Centre,Co. Dublin,1297
St. Peter's Nursing Home,"Sea Road, Castlebellingham, A91TV02",A91TV02,53.9010142,-6.3855192,Louth,69,042 938 2106,st peters nursing home,louth,St. Peter's Nursing Home,Co. Louth,1195
St. Theresa's Nursing Home,"Dublin Road, Thurles, E41 V263",E41V263,52.6798689,-7.7977957,Tipperary,26,0504 22246,st theresas nursing home,tipperary,St. Theresa's Nursing Home,Co. Tipperary,1130
Stella Maris Nursing Home,"Cummer, Tuam, H54 C992",H54C992,53.4627336,-8.897435999999999,Galway,43,093 41944,stella maris nursing home,galway,Stella Maris Nursing Home,Co. Galway,1120
Summerville Healthcare,"Strandhill, F91 KT28",F91KT28,54.26362090000001,-8.599558600000002,Sligo,47,071 912 8430,summerville healthcare,sligo,Summerville Healthcare,Co. Sligo,1165
Suncroft Lodge Nursing Home,"Suncroft, The Curragh, R56HX05",R56HX05,53.1071989,-6.8601632,Kildare,60,045 442 951,suncroft lodge nursing home,kildare,Suncroft Lodge Nursing Home,Co. Kildare,1215
Sunhill Nursing Home,"Blackhall Road , Termonfeckin, A92 F902",A92F902,53.7648132,-6.2710823,Louth,102,041 988 5200,sunhill nursing home,louth,Sunhill Nursing Home,Co. Louth,1175
Swords Nursing Home,"Mount Ambrose, Swords, K67 N1W0",K67N1W0,53.4660921,-6.2745845,Dublin,52,01 890 0089,swords nursing home,dublin,Swords Nursing Home,Co. Dublin,1335
Talbot Lodge Nursing Home,"17 Kinsealy Lane, Malahide, K36 D295",K36D295,53.4308407,-6.1697487,Dublin,103,01 846 2115,talbot lodge nursing home,dublin,Talbot Lodge Nursing Home,Co. Dublin,1330
Tara Care Centre,"5/6 Putland Road, Bray, A98 YA89",A98YA89,53.1953037,-6.099598599999999,Wicklow,47,01 286 3931,tara care centre,wicklow,Tara Care Centre,Co. Wicklow,1265
Tara Winthrop Private Clinic,"Nevinstown Lane, Pinnock Hill , Swords, K67 HH57",K67HH57,53.4441401,-6.2271393,Dublin,140,01 807 9631,tara winthrop private clinic,dublin,Tara Winthrop Private Clinic,Co. Dublin,1360
Teach Altra Nursing Home,"Scarteen, Newmarket, P51D504",P51D504,52.2167791,-9.0029679,Cork,42,029 61 166,teach altra nursing home,k,Teach Altra Nursing Home,Co. Cork,1120
Terenure Nursing Home,"122 Terenure Road West, Terenure Road, D6W PW58",D6WPW58,53.3114293,-6.297511099999999,Dublin,47,01 490 7764,terenure nursing home,dublin,Terenure Nursing Home,Co. Dublin,1299
The Cottage Nursing Home,"70 Irishtown, Clonmel, E91 XA97",E91XA97,52.3520591,-7.710513100000001,Tipperary,25,052 612 2605,the cottage nursing home,tipperary,The Cottage Nursing Home,Co. Tipperary,1145
The Fern Dean,"Deansgrange Road , Blackrock , A94 TN25",A94TN25,53.289934,-6.1680971,Dublin,140,01 236 0028,the fern dean,dublin,The Fern Dean,Co. Dublin,1294
The Four Ferns,"Brighton Road, Foxrock, D18 AX22",D18AX22,53.2585825,-6.1718547,Dublin,144,01 912 3940,the four ferns,dublin,The Four Ferns,Co. Dublin,1318
The Marlay Nursing Home,"Kellystown Road, Rathfarnham, D16 A363",D16A363,53.2682862,-6.266782099999999,Dublin,190,01 499 4444,the marlay nursing home,dublin,The Marlay Nursing Home,Co. Dublin,1371
The Park Nursing Home,"Plassey Road, Castletroy, V94NN29",V94NN29,52.6660632,-8.5797434,Limerick,56,061 33 2680,the park nursing home,limerick,The Park Nursing Home,Co. Limerick,1130
The Residence Portlaoise,"Block B The Maltings, Harpur's Lane, Portlaoise, R32 Y7TC",R32Y7TC,53.0358719,-7.306299699999999,Laois,101,057 869 9850,the residence portlaoise,laois,The Residence Portlaoise,Co. Laois,1155
Thomond Lodge Nursing Home,"Thomond Hall, Ballymahon, N39 C597",N39C597,53.5597264,-7.771806499999999,Longford,48,090 643 8410,thomond lodge nursing home,longford,Thomond Lodge Nursing Home,Co. Longford,1080
Thorpe's Nursing Home,"Clarina, V94 A562",V94A562,52.6298009,-8.7259811,Limerick,42,061 353 007,thorpes nursing home,limerick,Thorpe's Nursing Home,Co. Limerick,1080
Tinnypark Nursing Home,"Derdimus, Callan Road, R95 EF21",R95EF21,52.6236111,-7.285281899999999,Kilkenny,47,056 777 1550,tinnypark nursing home,kilkenny,Tinnypark Nursing Home,Co. Kilkenny,1062
TLC Carton,"Tonlegee Road, Raheny, D05 N5K3",D05N5K3,53.3914736,-6.191160699999999,Dublin,163,019631416,tlc carton,dublin,TLC Carton,Co. Dublin,1298
TLC Centre Maynooth,"Straffan Road, Maynooth, W23 H028",W23H028,53.3599481,-6.5942441,Kildare,123,01 654 9600,tlc centre maynooth,kildare,TLC Centre Maynooth,Co. Kildare,1315
TLC Centre Santry,"Northwood Park, Santry , D09 H4X0",D09H4X0,53.4051713,-6.2524633,Dublin,115,01 862 8080,tlc centre santry,dublin,TLC Centre Santry,Co. Dublin,1329
TLC City West,"Cooldown Commons, Fortunestown Lane , Citywest , D24 K5KC",D24K5KC,53.2863056,-6.432186600000001,Dublin,119,01 468 9300,tlc city west,dublin,TLC City West,Co. Dublin,1329
Tramore Nursing Home,"Newtown, Tramore, X91 DKF5",X91DKF5,52.15691109999999,-7.1689127,Waterford,93,051330027,tramore nursing home,waterford,Tramore Nursing Home,Co. Waterford,1220
Valentia Hospital,"Farranreagh, Valentia Island, V23 V968",V23V968,51.92142690000001,-10.2953865,Kerry,24,066 947 6122,valentia hospital,kerry,Valentia Hospital,Co. Kerry,1065
Valentia Nursing Home,"Camolin, Y21 C677",Y21C677,52.6139308,-6.429234,Wexford,39,053 938 3125,valentia nursing home,wexford,Valentia Nursing Home,Co. Wexford,1085
Villa Marie Nursing Home,"Grange, Templemore Road, Roscrea, E53 NC56",E53NC56,52.9387949,-7.788407599999999,Tipperary,30,0505 23197,villa marie nursing home,tipperary,Villa Marie Nursing Home,Co. Tipperary,1080
Waterford Nursing Home,"Ballinakill Downs, Dunmore Road, X91 TA49",X91TA49,52.2404054,-7.0646133,Waterford,60,051 820 233,waterford nursing home,waterford,Waterford Nursing Home,Co. Waterford,1155
Willow Brooke Care Centre,"College Road, Castleisland, V92 YR5F",V92YR5F,52.237873,-9.4552721,Kerry,73,066 710 7040,willow brooke care centre,kerry,Willow Brooke Care Centre,Co. Kerry,1100
Willowbrook Lodge,"Mocklershill, Fethard, E91 R7R2",E91R7R2,52.5110655,-7.8027846,Tipperary,27,062 61560 / 087 103 4999,willowbrook lodge,tipperary,Willowbrook Lodge,Co. Tipperary,1073
Willowbrook Nursing Home,"Borohard, Newbridge, W12 VF40",W12VF40,53.2016122,-6.754547899999999,Kildare,50,045 431 436/431 959/449 728,willowbrook nursing home,kildare,Willowbrook Nursing Home,Co. Kildare,1078
Windmill House Care Centre,"Churchtown, Mallow, P51 KW65",P51KW65,52.2747135,-8.7339431,Cork,40,022 590 67,windmill house care centre,k,Windmill House Care Centre,Co. Cork,1135
Woodlands House Nursing Home,"Trim Road, Navan, C15 V585",C15V585,53.64659830000001,-6.6857036,Meath,36,046 902 8617,woodlands house nursing home,meath,Woodlands House Nursing Home,Co. Meath,1199
Woodlands Nursing Home,"Bishopswood, Dundrum, E34 NX20",E34NX20,52.571362,-8.028679,Tipperary,43,062 713 35,woodlands nursing home,tipperary,Woodlands Nursing Home,Co. Tipperary,1145
Woodlawn Manor Nursing Home,"St Doolaghs House, Malahide Road, Balgriffin, D17 TR63",D17TR63,53.4147437,-6.174801,Dublin,97,01 912 5224,woodlawn manor nursing home,dublin,Woodlawn Manor Nursing Home,Co. Dublin,1320
Wygram Nursing Home,"Davitt Road, Wexford Town, Y35 H6P1",Y35H6P1,52.3394565,-6.470496799999999,Wexford,71,053 918 4491,wygram nursing home,wexford,Wygram Nursing Home,Co. Wexford,1138
Youghal and District Nursing Home,"Gortroe, Youghal, P36 CF88",P36CF88,51.93056439999999,-7.9153315,Cork,54,024 90 280,youghal and district nursing home,k,Youghal and District Nursing Home,Co. Cork,1145
