_id,Service name,Address,County,ig_xcord,ig_ycord
455,St. Clare's Home,"St. Clare's Home, Griffith Avenue, Glasnevin, Dublin 11, Dublin 11",Dublin,315006.3535,237975.6914
456,St. Colman's Residential Care Centre,"St. Colman's Residential Care Centre, Rathdrum, Co. Wicklow, Wicklow",Wicklow,318959.6181,188314.2065
457,St. Colmcille's Nursing Home,"St. Colmcille's Nursing Home, Oldcastle Road, Kells, Co. Meath, Meath",Meath,273073.2392,276044.4335
458,St. Columba's Hospital,"St. Columba's Hospital, Thomastown, Co. Kilkenny, Kilkenny",Kilkenny,258967.0802,142449.9455
459,St. Columba's Nursing Home,"St. Columba's Nursing Home, Cloughballymore House, Ballinderreen, Co. Galway, Galway",Galway,139723.2855,214119.3682
460,St. Columban's Nursing Home,"St. Columban's Nursing Home, Magheramore, Wicklow, Co. Wicklow, Wicklow",Wicklow,332208.5303,188978.976
461,St. Columban's Nursing Home,"St. Columban's Nursing Home, Magheramore, Wicklow, Wicklow",Wicklow,332324.625,188987.109
462,St. Conlon's Community Nursing Unit,"St. Conlon's Community Nursing Unit, Church Road, Nenagh, Co. Tipperary, Tipperary",Tipperary,189059.4569,135818.6256
463,St. Davids Retirement Home,"St. David's Retirement Home, Gentian Hill, Salthill, Galway, Galway",Galway,126043.3555,223624.0051
464,St. Dominic Savio Nursing Home,"St. Dominic Savio Nursing Home, Cahilly, Liscannor, Co. Clare, Clare",Clare,106011.7704,188497.74
465,St. Doolagh's Park Care and Rehabilitation Centre,"St. Doolagh's Park Care and Rehabilitation Centre, Malahide Road, Balgriffin, Dublin 17, Dublin 17",Dublin,321144.5347,241729.6814
466,St. Elizabeth's Nursing Home,"St. Elizabeth's Nursing Home, Kells Road, Athboy, Co. Meath, Meath",Meath,272199.2664,264327.8377
467,St. Eunan's Nursing and Convalescent Home,"Rough Park, Ramelton Road, Letterkenny, Co. Donegal",Donegal,217940.843,411798.2282
468,St. Fiacc's House,"St. Fiacc's House, Killeshin Road, Graiguecullen, Carlow, Carlow",Carlow,271982.5489,176761.4769
469,St. Finbarr's Hospital,"St. Finbarr's Hospital, Douglas Road, Cork, Cork",Cork,168304.661,70867.65754
470,St. Fionnan's Community Nursing Unit,"St. Fionnan's Community Nursing Unit, Achill Sound, Co. Mayo, Mayo",Mayo,73318.32206,299557.9587
471,St. Francis' Nursing Home,"St. Francis' Nursing Home, Mount Oliver, Dundalk, Co. Louth, Louth",Louth,304395.1742,307776.444
472,St. Francis' Nursing Home,"St. Francis' Nursing Home, Kilkerrin, Ballinasloe, Co. Galway, Galway",Galway,161704.914,257160.6303
473,St. Gabriel's Community Hospital,"St. Gabriel's Community Hospital, Schull, Cork, Cork",Cork,92255.16967,31245.41822
474,St. Gabriel's Nursing Home,"St. Gabriel's Nursing Home, Glenayle Road, Edenmore, Dublin 5, Dublin 5",Dublin,320932.6085,239291.3869
475,St. Glady's Nursing Home,"St. Glady's Nursing Home, 53 Kimmage Road Lower, Harold's Cross, Dublin 6, Dublin 6",Dublin,314331.3174,231590.8995
476,St. Gobnait's Nursing Home,"St. Gobnait's Nursing Home, Ballyagran, Kilmallock, Co. Limerick, Limerick",Limerick,149446.5264,128358.8952
477,St. Ita's Hospital,"St. Ita's Hospital, Gortboy, Newcastlewest, Co. Limerick, Limerick",Limerick,128370.0061,134293.0703
478,St. James's Hospital,"St. James' Hospital Residential Unit, Hospital 4, PO Box 580, Dublin 8, Dublin 8",Dublin,313659.8263,233592.1242
479,St. John's Community Hospital Enniscorthy,"St. John's Community Hospital, Munster Hill, Enniscorthy, Co. Wexford, Wexford",Wexford,296995.6134,139198.9221
480,St. John's Hospital,"St. John's Hospital, Ballytivnan, Sligo, Sligo",Sligo,169363.436,336880.5938
481,St. John's House of Rest,"St. John's House, 202 Merrion Road, Dublin 4, Dublin 4",Dublin,319266.8039,231168.3289
482,St. Joseph's Care Centre,"St. Joseph's Care Centre, Presentation Convent, Tuam, Co. Galway, Galway",Galway,143602.3605,251902.216
483,St. Joseph's Care Centre,"St. Joseph's Care Centre, Dublin Road, Longford, Longford",Longford,214903.3355,274945.0258
484,St. Joseph's Centre,"St. Joseph's Centre, Crinken Lane, Shankill, Co. Dublin, Co. Dublin",Dublin,325129.6429,221008.489
485,St. Joseph's Community Hospital,"St. Joseph's Community Hospital, Millstreet, Co. Cork, Cork",Cork,127204.9721,90326.73739
486,St. Joseph's Community Hospital Stranorlar,"St. Joseph's Community Hospital, Stranorlar, Co. Donegal, Donegal",Donegal,214846.4063,395251.6825
487,St. Joseph's Community Nursing Unit,"St. Joseph's Community Nursing Unit, Trim, Co. Meath, Meath",Meath,280228.0277,257071.9191
488,St. Joseph's Home,"St. Joseph's Home, Killorglin, Co. Kerry, Kerry",Kerry,77792.64268,96429.72078
489,St. Joseph's Hospital,"St. Joseph's Hospital, Bon Secours Care Village, Mount Desert, Lee Road, Cork",Cork,163346.6886,72022.63408
490,St. Joseph's Hospital,"St. Joseph's Hospital, Lifford Road, Ennis, Co. Clare, Clare",Clare,134088.1891,178227.2512
491,St. Joseph's Hospital Ardee,"St. Joseph's Hospital Ardee, Ardee, Co. Louth, Louth",Louth,296137.7355,290484.3758
492,St. Joseph's Nursing Home,"St. Joseph's Nursing Home, Derrymore East, Tralee, Co. Kerry, Kerry",Kerry,75108.60423,111262.1839
493,St. Joseph's Nursing Home,"St. Joseph's Nursing Home, Mountsackville, Chapelizod, Dublin 20, Dublin 20",Dublin,310358.063,234418.46
494,St. Joseph's Nursing Home,"St. Joseph's Nursing Home, Clones Road, Ballybay, Co. Monaghan, Monaghan",Monaghan,267070.5924,333647.2629
495,St. Joseph's Nursing Home,"St. Joseph's Nursing Home, Lurgan Glebe, Virginia, Co. Cavan, Cavan",Cavan,241834.1851,304557.4537
496,St. Joseph's Nursing Home,"St. Joseph's Nursing Home, Killowen, Kenmare, Co. Kerry, Kerry",Kerry,92115.39325,71361.02096
497,St. Joseph's Nursing Home - Little Sisters of the Poor,"St. Joseph's Nursing Home - Little Sisters of the Poor, Abbey Road, Ferrybank, Waterford, Waterford",Waterford,260225.1537,111925.7172
498,"St. Joseph's Supported Care Home,","Kilmoganny, Co. Kilkenny",Kilkenny,245812.5739,134609.6409
499,St. Joseph's Unit,"St. Joseph's Unit, Bantry General Hospital, Bantry, Co. Cork, Cork",Cork,99675.29799,48504.15557
500,St. Jude's Nursing Home,"St. Jude's Residential Care, Borrisoleigh, Thurles, Co. Tipperary, Tipperary",Tipperary,198198.1283,167021.9862
501,St. Kieran's Nursing Home,"St. Kieran's Nursing Home, Rathcabin, Roscrea, Co. Tipperary, Tipperary",Tipperary,189059.4569,135818.6256
502,St. Lazerian's House,"St. Lazerian's House, Royal Oak Road, Bagnelstown, Co. Carlow, Carlow",Carlow,271982.5489,176761.4769
503,St. Louis Nursing Home,"St. Louis Nursing Home, Clonmore, Tralee, Co. Kerry, Kerry",Kerry,83942.18783,114091.0221
504,St. Luke's Home,"St. Luke's Home, Castle Road, Mahon, Cork, Cork",Cork,172571.3673,71778.77249
505,St. Martha's Nursing Home,"St. Martha's Nursing Home, Glenswilly House, Cappauniac, Cahir, Co. Tipperary Tipperary",Tipperary,200333.3958,128871.0184
506,St. Martha's Nursing Home,"St. Martha's Nursing Home, Love Lane, Charleville, Co. Cork, Cork",Cork,153168.6602,122958.6012
507,St. Mary's Centre Nursing Home,"St. Mary's Centre Nursing Home, St. Mary's Ctr Telford Ltd, 185/ 201 Merrion Road, Dublin 4, Dublin 4",Dublin,319449.1382,230800.3977
508,St. Mary's Home,"St. Mary's Home, Pembroke Park, Ballsbridge, Dublin 4, Dublin 4",Dublin,317268.1887,232218.9103
509,St. Mary's Hospital,"Drogheda Services for the Elderly St. Mary's Hospital, Dublin Road, Drogheda, Co. Louth, Louth",Louth,310201.1292,274542.071
510,St. Mary's Hospital,"St. Mary's Hospital, Sherlock Road, Castleblayney, Co. Monaghan, Monaghan",Monaghan,282051.7919,319647.5642
511,St. Mary's Residential Care Centre,"St Mary's Nursing Home, Shantalla Road, Galway, Galway",Galway,128900.0005,225227.2107
512,St. Michael's Nursing Home,"St. Michael's Nursing Home, 100 Acres East, Caherconlish, Limerick, Limerick",Limerick,168102.6195,149338.9697
513,St. Monica's Nursing Home,"St. Monica's Nursing Home, 28 - 38 Belvedere Place, Dublin 1, Dublin 1",Dublin,315986.5295,235624.7857
514,St. Oliver Plunkett,"St. Oliver Plunkett Hospital, Dublin Road, Dundalk, Co. Louth, Louth",Louth,305249.6811,304967.2965
515,St. Pappin's Nursing Home,"Ballymun Road, Ballymun, Dublin 9, Dublin 9",Dublin,315414.2027,238654.9962
516,St. Patrick's Community Hospital,"St. Patrick's Community Hospital, Summerhill, Carrick on Shannon, Co. Leitrim, Leitrim",Leitrim,194088.2469,299803.7645
517,St. Patrick's Hospital,"St. Patrick's Hospital, John's Hill, Waterford, Waterford",Waterford,261041.8481,111479.2736
518,St. Patrick's Hospital Cashel,"St. Patrick's Hospital, Cashel, Co. Tipperary, Tipperary",Tipperary,207399.3599,140142.3014
519,St. Patrick's Nursing Home,"St. Patrick's Nursing Home - Cowper Care, Dublin Street, Baldoyle, Dublin 13, Dublin 13",Dublin,324551.5533,240111.5976
520,St. Patricks Hospital Cork,"St. Patrick's Hospital (Cork) Ltd., Curraheen Road, Curraheen, Cork, Cork",Cork,168315.1408,72524.9391
521,St. Paul's Nursing Home,"St. Paul's Nursing Home, Dooradoyle, Limerick, Limerick",Limerick,156316.9004,154225.442
522,St. Phelim's Nursing Home,"St. Phelim's Nursing Home, Dromahair, Co. Leitrim, Leitrim",Leitrim,180380.7136,331008.2691
523,St. Teresa's Nursing Home,"St. Teresa's Nursing Home, Friar Street, Cashel, Co. Tipperary, Tipperary",Tipperary,207816.9025,140533.4983
524,St. Theresa's Nursing Home,"St. Theresa's Nursing Home, Dublin Road, Thurles, Co. Tipperary, Tipperary",Tipperary,213665.2848,158729.9797
525,St. Theresa's Nursing Home,"St. Theresa's Nursing Home, Leadmore East, Kilkee Road, Kilrush, Co. Clare Clare",Clare,98798.20098,155972.9727
526,St. Ursula's Nursing Home,"St. Ursula's Nursing Home, Golf Links Road, Bettystown, Co. Meath, Meath",Meath,315870.6975,273629.2661
527,St. Vincent's Care Centre,"St. Vincent's Care Centre, Coosan Road, Athlone, Co. Westmeath, Westmeath",Westmeath,203870.8434,241835.8164
528,St. Vincent's Community Nursing Unit,"St. Vincent's Community Nursing Unit, Mountmellick, Co. Laois, Laois",Laois,244848.9182,207943.6525
529,St. Vincent's Hospital,"St. Vincent's Hospital, Athy, Co. Kildare, Kildare",Kildare,267401.2099,194619.6769
530,St.Stephens Unit 1,"Unit 1 St Stephen's Hospital, Sarsfield Court, Glanmire, Cork, Cork",Cork,172562.8623,78038.04274
531,Stella Maris Nursing Home,"Stella Maris Nursing Home, Cummer, Tuam, Co. Galway, Galway",Galway,140381.2847,246156.9874
532,Stella Maris Nursing Home,"Stella Maris Nursing Home, Baylough, Athlone, Co. Westmeath, Westmeath",Westmeath,202189.4192,241560.8711
533,Strathmore Lodge Nursing Home,"Strathmore Lodge Nursing Home, Friary Walk, Callan, Co. Kilkenny, Kilkenny",Kilkenny,241822.4459,144451.1937
534,Strawhall Nursing Home,"Strawhall Nursing Home, Strawhall, Fermoy, Co. Cork, Cork",Cork,182423.5091,98461.80289
535,Sullivan Centre,"Sullivan Centre, Cathedral Road, Cavan, Cavan",Cavan,241957.5646,305602.6893
536,Summerville Healthcare,"Summerville Healthcare, Strandhill, Co. Sligo, Sligo",Sligo,161218.3139,335605.2063
537,Suncroft Lodge Nursing Home,"Suncroft Lodge Nursing Home, The Curragh, Co. Kildare, Kildare",Kildare,278278.2144,211119.8231
538,Sunhill Nursing Home,"Sunhill Nursing Home, Blackhall Road, Termonfeckin, Louth",Louth,314011.7444,280805.7452
539,Support Care Facility Prague House,"Support Care Facility Prague House, Freshford, Co. Kilkenny, Kilkenny",Kilkenny,240612.5378,164757.6204
540,Swords Nursing Home,"Swords Nursing Home, Mount Ambrose, Swords, Co. Dublin, Co. Dublin",Dublin,314039.8408,247740.9555
541,TLC Centre Maynooth,"TLC Centre Maynooth, Straffan Road, Maynooth, Co. Kildare, Kildare",Kildare,293673.2148,235313.1946
542,TLC Centre Santry,"Northwood Park, Santry, Dublin 9, Dublin 9",Dublin,316165.1258,240764.8783
543,TLC City West,"TLC City West, Cooldown Commons, Fortunestown Lane, Citywest, Co. Dublin",Dublin,305495.0643,227262.146
544,Talbot Lodge Nursing Home,"Talbot Lodge Nursing Home, Kinsealy, Co. Dublin, Co. Dublin",Dublin,321690.028,243500.6136
545,Tara Care Centre,"Tara Care Centre, 5/ 6 Putland Road, Bray, Co. Wicklow, Wicklow",Wicklow,327028.4289,217815.3525
546,Tara Winthrop Private Clinic,"Tara Winthrop Private Clinic, Nevinstown Lane, Pinnock Hill, Swords, Co. Dublin Co. Dublin",Dublin,317997.6783,245889.2084
547,Teach Altra Nursing Home,"Teach Altra Nursing Home, Scarteen, Newmarket, Co. Cork, Cork",Cork,131428.826,107554.6855
548,Teach Altranais Charna,"Carna, Co. na Gaillimhe",Galway,77373.41711,231971.542
549,Tearmainn Bhride Nursing Home,"Tearmainn Bhride Nursing Home, Brideswell, Athlone, Co. Roscommon, Roscommon",Roscommon,196502.7055,243462.2838
550,The Croft Nursing Home,"2 Goldenbridge Walk, Dublin 8, D08ay24",Dublin,311598.4066,232961.2469
551,"The Holy Family Residence,","Little Sisters Of The Poor, Roebuck Road, Dublin 14, D14c7w2",Dublin,318181.7136,229497.8069
552,The Marlay Nursing Home,"The Marlay Nursing Home, Kellystown Road, Rathfarnham, Dublin 16, Dublin 16",Dublin,315627.3999,225641.9427
553,The Park Nursing Home,"The Park Nursing Home, Plassey Park Road, Castletroy, Co. Limerick, Limerick",Limerick,157201.4587,156822.2541
554,The Rock Nursing Unit,"The Rock Nursing Unit, Ballyshannon, Co. Donegal, Donegal",Donegal,187693.2688,361450.8918
555,The Sheil Community Hospital,"The Shiel Community Hospital, College Street, Ballyshannon, Co. Donegal, Donegal",Donegal,187693.2688,361450.8918
556,The Tower Nursing Home,"The Tower Nursing Home, 94/ 95 Cappaghmore, Clondalkin, Dublin 22, Dublin 22",Dublin,306592.0378,232292.9218
557,The Village Nursing Care Centre,"The Village Nursing Care Centre, Ballygarriff, Craughwell, Co. Galway, Galway",Galway,145000.1523,220938.5817
558,Thomond Lodge Nursing Home,"Thomond Lodge Nursing Home, Ballymahon, Co. Longford, Longford",Longford,215352.8319,256945.0937
559,Thorpe's Nursing Home,"Thorpe's Nursing Home, Clarina, Co. Limerick, Limerick",Limerick,150357.3713,153808.2759
560,Tinnypark Nursing Home,"Tinnypark, Callan Road, Kilkenny, Kilkenny",Kilkenny,248634.0655,152712.7135
561,Tralee Community Nursing Unit,"Tralee Community Nursing Unit, Tralee, Co. Kerry, Kerry",Kerry,83640.15865,114432.8954
562,TÃ­ Aire,"TÃ­ Aire, Tallagh Road, Belmullet, Co. Mayo, Mayo",Mayo,69841.10767,333834.3928
563,Valentia Hospital,"Valentia Hospital, Valentia Island, Co. Kerry, Kerry",Kerry,37084.89684,73425.9021
564,Valentia House Nursing Home,"Valentia House Nursing Home, Camolin, Enniscorthy, Co. Wexford, Wexford",Wexford,306369.4771,152601.4579
565,Villa Marie Nursing Home,"Villa Marie Nursing Home, Grange, Templemore Road, Roscrea, Co. Tipperary Tipperary",Tipperary,214224.9267,187568.1233
566,Virginia Health Care Centre,"Virginia Health Care Centre, Dublin Road, Virginia, Cavan, Cavan",Cavan,260640.3725,287569.49
567,Waterford Nursing Home,"Ballinakill Downs, Dunmore Road, Waterford, Waterford",Waterford,262912.3232,110960.8986
568,Willowbrook Lodge,"Willowbrook Lodge, Mocklershill, Fethard, Co. Tipperary, Tipperary",Tipperary,213394.0019,139976.9876
569,Willowbrook Nursing Home,"Willowbrook Nursing Home, Borohard, Newbridge, Co. Kildare, Kildare",Kildare,283197.2159,217564.9802
570,Windfield Nursing Home,"Windfield Nursing Home, Waynestown, Summerhill Road, Dunboyne, Co. Meath Meath",Meath,297260.4837,243855.7146
571,Windmill House Nursing Home,"Windmill House Nursing Home, Churchtown, Mallow, Co. Cork, Cork",Cork,150220.2431,113552.3021
572,Woodlands House Nursing Home,"Woodlands House Nursing Home, Trim Road, Navan, Co. Meath, Meath",Meath,286889.8942,267272.6411
573,Woodlands Nursing Home,"Woodlands Nursing Home, Bishopswood, Dundrum, Co. Tipperary, Tipperary",Tipperary,198101.7834,146676.292
574,Wygram Nursing Home,"Wygram Nursing Home, Iberius House, Common quay Street, Wexford, Wexford",Wexford,304917.438,122001.094
575,Youghal Community Hospital,"Youghal Community Hospital, Cork Hill, Youghal, Cork, Cork",Cork,209932.8144,78164.76669
576,Youghal and District Nursing Home,"Youghal and District Nursing Home, Gortroe, Youghal, Co. Cork, Cork",Cork,205907.8009,75270.14693
577,Ãras Chois Fharraige,"Pairc, An SpidÃ©al, Co Na Gaillimhe",Galway,115995.6703,222542.1511
578,Ãras Deirbhle Community Nursing Unit,"Ãras Deirbhle Community Nursing Unit, Belmullet Community Hospital, Belmullet, Mayo, Mayo",Mayo,70418.17239,332851.4453
